GENE	LOEUF	pLI
CASD1	0.43	0.04
SGCE	0.54	0.02
PEG10	0.43	0.87
PPP1R9A	0.48	0
PON1	1.29	0
PON3	1.26	0
PON2	1.03	0
ASB4	1.41	0
PDK4	1.24	0
DYNC1I1	0.68	0
SLC25A13	1.24	0
SHFM1	0.63	0.76
DLX6	0.38	0.92
DLX5	0.68	0.22
ACN9	1.72	0
TAC1	0.54	0.75
ASNS	0.74	0
OCM2	1.39	0.02
LMTK2	0.24	1
BHLHA15	1.85	0.01
TECPR1	0.5	0
BRI3	1.81	0.03
BAIAP2L1	0.65	0
NPTX2	0.73	0.03
TMEM130	1.25	0
TRRAP	0.06	1
SMURF1	0.36	0.61
KPNA7	1.34	0
ARPC1A	0.42	0.74
ARPC1B	0.65	0.01
PDAP1	0.81	0.05
BUD31	0.87	0.23
PTCD1	1.15	0
ATP5J2-PTCD1	1.15	0
CPSF4	0.56	0.27
ATP5J2	1.5	0.02
ZNF789	1.22	0
ZNF394	0.97	0
ZKSCAN5	0.45	0.09
FAM200A	1.24	0
ZNF655	0.55	0.15
ZSCAN25	0.74	0
CYP3A5	1.39	0
CYP3A7	1.27	0
CYP3A4	1.12	0
CYP3A43	1.11	0
OR2AE1	1.72	0.01
TRIM4	1.36	0
GJC3	1.35	0
AZGP1	1.48	0
ZKSCAN1	0.32	0.97
ZSCAN21	1.43	0
ZNF3	1	0
COPS6	0.27	0.99
MCM7	1.28	0
AP4M1	1.31	0
TAF6	0.78	0
CNPY4	1.76	0
MBLAC1	1.49	0.21
LAMTOR4	1.63	0
C7orf43	0.49	0.18
GAL3ST4	1.34	0
GPC2	0.56	0.03
STAG3	0.61	0
GATS	1.25	0.01
PVRIG	1.14	0
SPDYE3	1.06	0
PILRB	1.37	0
PILRA	1.6	0
ZCWPW1	0.96	0
MEPCE	0.21	1
PPP1R35	1.36	0.01
C7orf61	1.04	0.02
TSC22D4	0.3	0.96
NYAP1	0.19	1
AGFG2	0.82	0
SAP25	1.37	0.09
LRCH4	0.68	0
FBXO24	0.63	0
PCOLCE	0.86	0
MOSPD3	1.21	0
TFR2	0.77	0
ACTL6B	0.65	0
GNB2	0.27	0.99
GIGYF1	0.48	0
POP7	1.78	0.04
EPO	0.9	0.01
ZAN	1.05	0
EPHB4	0.42	0.01
SLC12A9	1.16	0
TRIP6	0.67	0
SRRT	0.36	0.59
UFSP1	1.86	0.03
ACHE	0.21	1
MUC3A	1.06	0
MUC3A	1.7	0.4
MUC12	1.6	0
MUC17	1.49	0
TRIM56	0.9	0
SERPINE1	0.69	0.04
AP1S1	0.86	0.1
VGF	0.5	0.57
NAT16	1.5	0
MOGAT3	1.66	0
PLOD3	0.82	0
ZNHIT1	1.58	0
CLDN15	0.98	0.02
FIS1	1.55	0
RABL5	0.73	0.34
COL26A1	0.83	0
MYL10	1.02	0.01
CUX1	0.16	1
SH2B2	0.89	0
PRKRIP1	1.76	0
ORAI2	0.92	0.2
ALKBH4	0.8	0.13
LRWD1	1.31	0
POLR2J	1.36	0.01
RASA4B	1.45	0.02
RP11-514P8.7	1.95	0.01
SPDYE2	1.48	0.47
RASA4	1.2	0.12
UPK3BL	1.84	0.11
SPDYE2B	1.76	0.38
POLR2J2	1.93	0.02
FAM185A	0.69	0.04
FBXL13	0.94	0
LRRC17	1.17	0
ARMC10	1.1	0
NAPEPLD	0.95	0
PMPCB	0.9	0
DNAJC2	0.29	0.99
PSMC2	0.12	1
SLC26A5	0.72	0
RELN	0.18	1
ORC5	0.86	0
LHFPL3	0.35	0.93
KMT2E	0.06	1
SRPK2	0.27	1
PUS7	0.83	0
RINT1	0.83	0
EFCAB10	1.28	0.01
ATXN7L1	0.22	1
CDHR3	1.27	0
SYPL1	0.82	0.05
NAMPT	0.31	0.98
CCDC71L	1.09	0.58
PIK3CG	0.59	0
PRKAR2B	0.22	1
HBP1	0.59	0
COG5	0.96	0
GPR22	0.65	0.06
DUS4L	1.11	0
BCAP29	0.56	0.26
SLC26A4	1.18	0
CBLL1	0.14	1
SLC26A3	0.95	0
DLD	0.55	0.01
LAMB1	0.64	0
LAMB4	1.01	0
NRCAM	0.38	0.02
PNPLA8	0.51	0.01
THAP5	1.12	0
DNAJB9	0.7	0.37
C7orf66	1.89	0.09
IMMP2L	1.2	0.01
LRRN3	0.63	0.03
DOCK4	0.3	0.83
ZNF277	1.56	0
IFRD1	0.67	0
LSMEM1	1.82	0
TMEM168	0.65	0
C7orf60	0.17	1
GPR85	0.51	0.77
LINC00998	1.75	0.38
PPP1R3A	1.01	0
FOXP2	0.22	1
MDFIC	0.86	0.04
TFEC	1.14	0
TES	1.55	0
CAV2	1.34	0.03
CAV1	1.31	0.01
MET	0.3	0.97
CAPZA2	0.16	1
ST7	0.26	1
ST7-OT4	1.47	0.02
AC106873.4	1.81	0.12
WNT2	0.69	0.02
CFTR	1.31	0
ASZ1	0.96	0
CTTNBP2	0.6	0
NAA38	1.49	0.01
ANKRD7	1.23	0
KCND2	0.57	0.01
TSPAN12	0.46	0.69
ING3	0.21	1
CPED1	1	0
WNT16	1.17	0
FAM3C	0.69	0.1
PTPRZ1	0.29	0.99
AASS	0.81	0
FEZF1	0.34	0.95
CADPS2	0.34	0.37
RNF133	0.87	0.04
RNF148	1.56	0
TAS2R16	NA	 NA
SLC13A1	1.22	0
IQUB	0.99	0
NDUFA5	1.37	0
ASB15	1.29	0
LMOD2	0.86	0
WASL	0.38	0.88
HYAL4	1.69	0
SPAM1	1.24	0
TMEM229A	0.56	0.59
GPR37	0.79	0
POT1	0.36	0.85
GRM8	0.64	0
ZNF800	0.16	1
GCC1	0.8	0
ARF5	0.33	0.94
FSCN3	1.07	0
PAX4	0.89	0
SND1	0.3	0.98
LRRC4	0.17	1
LEP	0.83	0.46
RBM28	0.81	0
PRRT4	0.85	0
IMPDH1	0.7	0
HILPDA	1.86	0.32
METTL2B	1.18	0
FAM71F2	1	0.02
FAM71F1	1.18	0
CALU	0.71	0.01
OPN1SW	0.79	0.02
CCDC136	0.72	0
FLNC	0.25	1
ATP6V1F	1.62	0.01
IRF5	0.59	0.01
TNPO3	0.52	0
TSPAN33	0.99	0
SMO	0.68	0
AHCYL2	0.29	0.99
STRIP2	0.88	0
SMKR1	1.6	0.44
NRF1	0.19	1
UBE2H	0.35	0.94
ZC3HC1	0.65	0
KLHDC10	0.35	0.93
TMEM209	1.01	0
SSMEM1	1.94	0
CPA2	1.4	0
CPA4	1.4	0
CPA5	0.75	0
CPA1	1.27	0
CEP41	0.92	0
MEST	0.47	0.4
COPG2	0.81	0.01
TSGA13	1.56	0
KLF14	1.58	0.02
MKLN1	0.17	1
PODXL	0.69	0
PLXNA4	0.23	1
AC009365.3	1.73	0.15
CHCHD3	0.64	0.03
EXOC4	0.8	0
LRGUK	0.94	0
SLC35B4	0.96	0
AKR1B1	1	0
AKR1B10	1.31	0
AKR1B15	1.93	0
BPGM	1	0.02
CALD1	0.26	1
AGBL3	1.03	0
C7orf49	1.3	0.26
TMEM140	1.63	0.05
AC083862.1	NA	 NA
WDR91	0.62	0
STRA8	0.84	0
CNOT4	0.14	1
NUP205	0.23	1
C7orf73	1.19	0.55
SLC13A4	0.37	0.82
FAM180A	1.57	0
MTPN	0.53	0.82
LUZP6	NA	 NA
CHRM2	0.72	0.18
PTN	0.98	0.01
DGKI	0.31	0.93
CREB3L2	0.66	0
AKR1D1	1.13	0
TRIM24	0.12	1
SVOPL	0.98	0
ATP6V0A4	1	0
TMEM213	1.36	0.09
KIAA1549	0.29	0.99
ZC3HAV1L	1.17	0
ZC3HAV1	0.59	0
TTC26	0.72	0
UBN2	0.21	1
C7orf55	1.68	0.01
C7orf55-LUC7L2	0.53	0.06
LUC7L2	0.65	0
KLRG2	1.73	0
CLEC2L	1.12	0.01
HIPK2	0.16	1
TBXAS1	1.39	0
PARP12	0.77	0
KDM7A	0.23	1
SLC37A3	1.09	0
RAB19	1.87	0
MKRN1	0.26	0.99
DENND2A	0.41	0.07
ADCK2	0.92	0
NDUFB2	1.85	0
BRAF	0.21	1
MRPS33	1.62	0
TMEM178B	0.34	0.95
AGK	0.88	0
KIAA1147	0.81	0
WEE2	0.79	0
SSBP1	0.9	0
TAS2R3	1.77	0
TAS2R4	1.91	0
TAS2R5	1.53	0
PRSS37	1.31	0
MGAM	0.84	0
OR9A4	1.92	0
CLEC5A	0.8	0.13
TAS2R38	1.13	0.13
RP11-1220K2.2	0.47	0.41
PRSS58	1.8	0
MTRNR2L6	NA	 NA
PRSS1	1.86	0
EPHB6	0.62	0
TRPV6	0.67	0
TRPV5	0.97	0
C7orf34	1.87	0
KEL	1.09	0
OR9A2	1.52	0
OR6V1	1.87	0
PIP	1.69	0
TAS2R39	1.93	0
AC073342.1	NA	 NA
TAS2R40	1.31	0.03
GSTK1	1.35	0
TMEM139	1.34	0.01
CASP2	0.66	0
CLCN1	0.99	0
FAM131B	0.26	0.99
ZYX	1.04	0
EPHA1	1.04	0
TAS2R60	NA	 NA
TAS2R41	1.94	0
CTAGE15	NA	 NA
FAM115C	1.92	0
CTAGE6	NA	 NA
FAM115A	0.54	0.62
OR2F2	1.7	0
OR2F1	1.75	0
OR6B1	1.75	0
OR2A5	1.79	0
OR2A25	1.57	0
OR2A12	1.39	0.02
OR2A2	1.51	0.21
OR2A14	1.71	0
CTAGE4	NA	 NA
ARHGEF35	NA	 NA
OR2A42	1.6	0.06
OR2A7	1	0.37
OR2A1	1.87	0
ARHGEF5	0.98	0
NOBOX	0.76	0
TPK1	0.7	0.09
CNTNAP2	0.55	0
C7orf33	1.8	0
CUL1	0.14	1
EZH2	0.15	1
PDIA4	0.51	0.08
ZNF786	1.15	0
ZNF425	1.68	0
ZNF398	0.51	0.15
ZNF282	0.47	0.16
ZNF212	0.99	0
ZNF783	0.98	0
ZNF777	0.1	1
ZNF746	0.42	0.65
KRBA1	1.11	0
ZNF467	1.27	0
ZNF862	0.87	0
ATP6V0E2	1.19	0.3
ACTR3C	1.37	0
ZBED6CL	1.88	0
LRRC61	1.38	0
RARRES2	1.72	0
REPIN1	0.54	0.09
ZNF775	0.83	0
GIMAP8	0.99	0
GIMAP7	NA	 NA
GIMAP4	1.96	0
GIMAP6	1.76	0.14
GIMAP2	1.69	0.41
GIMAP1	1.7	0.4
GIMAP5	1.88	0.1
TMEM176B	1.75	0
TMEM176A	0.93	0.01
AOC1	0.97	0
KCNH2	0.27	1
NOS3	0.5	0
ATG9B	1.11	0
ABCB8	1.08	0
ASIC3	0.83	0
CDK5	0.56	0.14
SLC4A2	0.3	0.99
FASTK	0.58	0
TMUB1	1.21	0.04
AGAP3	0.34	0.91
GBX1	0.67	0.41
ASB10	1.62	0
ABCF2	0.48	0.01
CHPF2	1.2	0
SMARCD3	0.47	0.4
NUB1	0.58	0
WDR86	1.51	0
CRYGN	1.84	0
RHEB	0.25	0.98
PRKAG2	0.26	1
GALNTL5	1.63	0
GALNT11	0.65	0
KMT2C	0.12	1
XRCC2	1.37	0
ACTR3B	0.19	1
DPP6	0.38	0.34
PAXIP1-AS2	1.24	0.28
PAXIP1	0.1	1
HTR5A-AS1	1.79	0
HTR5A	1.02	0.01
AC099552.4	1.46	0.22
INSIG1	1.12	0
BLACE	NA	 NA
AC008060.7	1.9	0
EN2	0.63	0.63
CNPY1	1.93	0
AC009403.2	1.89	0.02
RBM33	0.08	1
SHH	0.24	0.98
AC021218.2	1.58	0.06
C7orf13	NA	 NA
RNF32	1.54	0
LMBR1	0.83	0
NOM1	0.9	0
MNX1	0.5	0.79
UBE3C	0.18	1
DNAJB6	0.4	0.85
AC006372.1	NA	 NA
PTPRN2	0.57	0
AC005481.5	1.63	0.43
NCAPG2	0.3	0.98
ESYT2	0.57	0
WDR60	0.67	0
VIPR2	1.05	0
ZNF596	1.54	0
FBXO25	0.74	0
TDRP	1.86	0
ERICH1	1.64	0
DLGAP2	0.2	1
CLN8	1.17	0
ARHGEF10	0.98	0
KBTBD11	1	0.06
MYOM2	1.48	0
CSMD1	0.21	1
MCPH1	1.44	0
ANGPT2	0.38	0.83
AGPAT5	0.98	0
DEFB1	1.69	0.41
DEFA6	1.97	0
DEFA4	1.38	0.5
DEFA3	1.89	0.09
DEFA5	1.97	0
ZNF705G	1.93	0
DEFB4B	1.93	0.07
SPAG11B	1.86	0.03
DEFB104B	1.84	0.33
DEFB106B	1.91	0.08
DEFB105B	1.89	0.29
DEFB107B	NA	 NA
PRR23D1	1.65	0.42
DEFB107A	1.85	0.33
DEFB105A	1.76	0.38
DEFB106A	1.96	0.01
DEFB104A	1.89	0.09
SPAG11A	1.95	0
DEFB4A	1.97	0
ZNF705B	1.88	0
SGK223	1.48	0
CLDN23	1.75	0
MFHAS1	0.82	0
ERI1	1.07	0
PPP1R3B	0.99	0.07
RP11-10A14.4	1.85	0.03
TNKS	0.4	0.01
MSRA	1.92	0
PRSS55	1.88	0
RP1L1	1.95	0
C8orf74	1.94	0
SOX7	0.62	0.48
SOX7	1.2	0
PINX1	1.76	0
XKR6	0.19	1
AF131215.5	NA	 NA
MTMR9	0.56	0
SLC35G5	NA	 NA
C8orf12	1.78	0.04
FAM167A	1.97	0
BLK	1.17	0
GATA4	0.53	0.49
C8orf49	NA	 NA
NEIL2	1.74	0
FDFT1	1.57	0
RP11-297N6.4	1.94	0.01
CTSB	1.33	0
DEFB136	1.89	0.09
DEFB135	1.98	0
DEFB134	1.96	0
RP11-481A20.11	1.94	0
DEFB130	1.89	0.3
ZNF705D	NA	 NA
USP17L2	NA	 NA
FAM86B1	1.84	0
FAM86B2	1.74	0
LONRF1	0.39	0.61
KIAA1456	1.95	0
DLC1	0.26	1
C8orf48	1.65	0
SGCZ	1.19	0
TUSC3	0.93	0
MSR1	1.7	0
FGF20	0.54	0.81
MICU3	1.02	0
ZDHHC2	0.69	0
CNOT7	0.18	1
VPS37A	0.72	0
MTMR7	0.98	0
SLC7A2	1.01	0
PDGFRL	1.79	0
MTUS1	0.69	0
FGL1	1.93	0
PCM1	0.58	0
ASAH1	1.18	0
NAT1	1.89	0
NAT2	1.79	0
PSD3	0.45	0.01
SH2D4A	1.42	0
CSGALNACT1	1.34	0
INTS10	0.16	1
LPL	1.09	0
SLC18A1	1.59	0
ATP6V1B2	0.29	0.99
LZTS1	0.34	0.95
GFRA2	0.69	0.1
DOK2	1.07	0
XPO7	0.12	1
NPM2	0.95	0
FGF17	0.3	0.96
DMTN	0.36	0.9
FAM160B2	0.78	0
NUDT18	1.62	0
HR	0.63	0
REEP4	0.75	0.03
LGI3	0.77	0
SFTPC	1.25	0
BMP1	0.46	0
PHYHIP	0.44	0.86
POLR3D	1.25	0
PIWIL2	0.6	0
SLC39A14	0.55	0.15
PPP3CC	0.44	0.26
SORBS3	0.8	0
PDLIM2	0.84	0
AC037459.4	0.87	0.01
C8orf58	1.05	0
CCAR2	0.32	0.94
BIN3	1.6	0
EGR3	0.31	0.95
PEBP4	1.29	0
RHOBTB2	0.5	0.01
TNFRSF10B	0.85	0
TNFRSF10C	1.8	0
TNFRSF10D	1.17	0
TNFRSF10A	1.56	0
CHMP7	0.38	0.86
R3HCC1	1.33	0
LOXL2	0.65	0
ENTPD4	1.02	0
SLC25A37	0.63	0.28
NKX3-1	1.38	0
NKX2-6	1.03	0.02
STC1	0.69	0.2
ADAM28	1.16	0
ADAMDEC1	1.29	0
ADAM7	1.03	0
NEFM	0.51	0.02
DOCK5	0.44	0
GNRH1	1.05	0.15
KCTD9	0.52	0.06
CDCA2	1.04	0
EBF2	0.19	1
PPP2R2A	0.26	0.99
BNIP3L	0.76	0.15
PNMA2	1.07	0
DPYSL2	0.27	0.99
ADRA1A	1.39	0
RP11-521M14.2	1.92	0.07
STMN4	0.7	0.09
TRIM35	0.7	0
PTK2B	0.31	0.94
CHRNA2	1.26	0
EPHX2	1.26	0
CLU	0.83	0
SCARA3	1.04	0
CCDC25	0.76	0.01
ESCO2	0.83	0
PBK	1.21	0
SCARA5	0.93	0
NUGGC	0.85	0
ELP3	1.02	0
PNOC	1.1	0.02
ZNF395	0.46	0.31
FBXO16	1.22	0
FZD3	0.62	0
EXTL3	0.68	0
INTS9	0.74	0
HMBOX1	0.23	1
KIF13B	0.51	0
DUSP4	0.42	0.88
TMEM66	0.83	0
LEPROTL1	0.71	0.72
MBOAT4	1.15	0
DCTN6	0.78	0.06
RBPMS	0.27	0.97
GTF2E2	0.61	0.04
SMIM18	1.66	0.17
GSR	0.91	0
PPP2CB	0.52	0.34
TEX15	0.78	0
PURG	0.29	0.96
WRN	0.94	0
NRG1	0.26	1
FUT10	1.08	0
TTI2	1.04	0
MAK16	0.33	0.96
RNF122	0.78	0.14
DUSP26	1.23	0
UNC5D	0.33	0.93
KCNU1	0.81	0
ZNF703	0.71	0.36
RP11-863K10.7	NA	 NA
ERLIN2	0.83	0
PROSC	0.7	0.04
GPR124	0.61	0
BRF2	1.2	0
RAB11FIP1	0.87	0
GOT1L1	1.28	0
ADRB3	1.68	0
EIF4EBP1	1.5	0.21
ASH2L	0.21	1
STAR	1.61	0
LSM1	1.21	0.01
BAG4	0.75	0
DDHD2	0.77	0
PPAPDC1B	1.93	0
WHSC1L1	0.14	1
LETM2	1.54	0
FGFR1	0.21	1
C8orf86	1.74	0
TACC1	0.59	0
PLEKHA2	0.39	0.84
HTRA4	1.34	0
TM2D2	1.02	0.01
ADAM9	0.42	0.03
ADAM32	0.92	0
ADAM18	1.57	0
ADAM2	1.18	0
IDO1	1.08	0
IDO2	1.25	0
C8orf4	1.8	0.01
ZMAT4	0.73	0.08
SFRP1	0.29	0.96
GOLGA7	0.63	0.46
GINS4	1.07	0
AGPAT6	0.5	0.09
NKX6-3	1.57	0.02
ANK1	0.17	1
KAT6A	0.07	1
AP3M2	1.11	0
PLAT	0.63	0
IKBKB	0.29	0.99
POLB	0.81	0
DKK4	1.25	0
VDAC3	0.19	0.99
SLC20A2	0.33	0.97
SMIM19	1.06	0.34
CHRNB3	0.95	0
CHRNA6	1.15	0
THAP1	0.49	0.8
RNF170	0.52	0.51
HOOK3	0.15	1
RP11-598P20.5	0.42	0.85
FNTA	0.34	0.95
POMK	1.57	0
HGSNAT	0.73	0
SPIDR	1.08	0
CEBPD	0.98	0.61
PRKDC	0.05	1
MCM4	0.55	0
UBE2V2	1.25	0.03
EFCAB1	1.18	0
SNAI2	0.49	0.8
C8orf22	1.77	0
RP11-738G5.2	1.85	0.03
SNTG1	0.45	0.16
PXDNL	1.09	0
AC090186.1	NA	 NA
PCMTD1	0.56	0.27
ST18	0.28	0.99
FAM150A	1.85	0
RB1CC1	0.14	1
NPBWR1	1.94	0
OPRK1	1.31	0
ATP6V1H	0.63	0
RGS20	1	0
TCEA1	0.39	0.9
LYPLA1	1.09	0
MRPL15	1.38	0
SOX17	0.41	0.88
RP1	0.7	0
XKR4	0.19	1
RP11-386G21.1	1.89	0.02
RP11-386G21.2	1.82	0.34
TMEM68	1	0.01
TGS1	0.91	0
LYN	0.22	1
RPS20	1.01	0.02
MOS	0.68	0.59
PLAG1	0.19	1
CHCHD7	1.23	0.03
SDR16C5	0.88	0.01
PENK	1.25	0
IMPAD1	0.84	0.02
FAM110B	0.7	0.36
UBXN2B	0.68	0.1
CYP7A1	0.82	0
SDCBP	1.03	0
NSMAF	0.68	0
TOX	0.2	1
CA8	0.67	0.01
RAB2A	0.22	0.99
CHD7	0.08	1
CLVS1	0.42	0.85
ASPH	0.82	0
NKAIN3	0.79	0.05
GGH	0.49	0.58
TTPA	1.09	0
YTHDF3	0.22	1
BHLHE22	0.56	0.8
CYP7B1	0.93	0
ARMC1	0.47	0.76
MTFR1	1.45	0
PDE7A	0.58	0
DNAJC5B	1.58	0
TRIM55	1.18	0
CRH	0.72	0.72
RRS1	0.72	0.18
ADHFE1	1.04	0
C8orf46	0.8	0.13
MYBL1	0.08	1
VCPIP1	0.12	1
C8orf44-SGK3	0.76	0
C8orf44	1.51	0.21
SGK3	0.76	0
MCMDC2	0.9	0
TCF24	1.87	0.03
PPP1R42	1.49	0
COPS5	0.14	1
CSPP1	0.93	0
ARFGEF1	0.14	1
CPA6	1.24	0
PREX2	0.61	0
RP11-664D7.4	1.85	0
C8orf34	1.09	0
SULF1	0.46	0
SLCO5A1	0.72	0
PRDM14	0.6	0.02
NCOA2	0.12	1
AC120194.1	1.86	0.32
TRAM1	0.36	0.93
RP11-382J12.1	NA	 NA
LACTB2	1.09	0
XKR9	1.56	0
EYA1	0.33	0.95
RP11-1102P16.1	1.87	0.1
RP11-383H13.1	1.27	0
MSC	1.39	0.02
TRPA1	1.16	0
KCNB2	0.26	1
TERF1	0.37	0.91
SBSPON	1.16	0
RPL7	0.18	1
RDH10	0.23	0.99
STAU2	0.32	0.97
UBE2W	0.7	0.09
TCEB1	0.66	0.74
TMEM70	0.92	0.03
LY96	1.49	0
JPH1	0.41	0.77
GDAP1	1.16	0
RP11-758M4.1	1.01	0.16
PI15	0.79	0.02
CRISPLD1	0.81	0
HNF4G	0.56	0.07
ZFHX4	0.14	1
PEX2	1.2	0
PKIA	1.76	0.14
ZC2HC1A	0.54	0.31
IL7	0.36	0.93
STMN2	0.26	0.98
HEY1	0.8	0.05
MRPS28	1.88	0
TPD52	1.16	0
ZBTB10	0.29	0.99
ZNF704	0.23	1
PAG1	0.69	0.02
FABP5	1.11	0.05
PMP2	1.3	0.01
FABP9	1.96	0
FABP4	1.86	0
FABP12	1.64	0
IMPA1	0.88	0
SLC10A5	1.81	0
ZFAND1	1.26	0
CHMP4C	1.41	0
SNX16	1.62	0
RALYL	0.54	0.46
LRRCC1	0.96	0
E2F5	0.36	0.94
C8orf59	1.82	0.01
CA13	1.16	0
RP11-219B4.5	1.94	0.01
RP11-219B4.6	1.83	0.12
CA1	1.68	0
CA3	0.85	0
CA2	1.37	0
ATP6V0D2	1.4	0
PSKH2	1.7	0
SLC7A13	1.73	0
WWP1	0.25	1
RMDN1	1.27	0
CPNE3	1.54	0
CNGB3	1.02	0
CNBD1	1.7	0
DCAF4L2	NA	 NA
MMP16	0.35	0.92
RIPK2	0.44	0.39
OSGIN2	0.43	0.59
NBN	1.01	0
DECR1	1.68	0
CALB1	0.51	0.24
TMEM64	0.61	0.49
NECAB1	0.58	0.03
C8orf88	0.88	0.44
TMEM55A	0.89	0
OTUD6B	1.32	0
LRRC69	1.29	0
SLC26A7	0.81	0
RUNX1T1	0.31	0.98
AC117834.1	1.36	0.5
TRIQK	1.76	0.01
C8orf87	1.5	0.07
AC016885.1	1.91	0.08
FAM92A1	1.1	0
RBM12B	0.54	0
RBM12B-AS1	1.92	0.02
TMEM67	0.94	0
PDP1	0.49	0.45
CDH17	0.96	0
GEM	1.26	0
RAD54B	0.86	0
FSBP	1.27	0
KIAA1429	0.28	0.99
ESRP1	0.24	1
DPY19L4	1.07	0
INTS8	0.31	0.94
CCNE2	0.38	0.87
NDUFAF6	1.2	0
TP53INP1	1.38	0
PLEKHF2	0.45	0.87
C8orf37	1.42	0
GDF6	0.22	0.99
UQCRB	1.08	0.02
MTERFD1	1.28	0
PTDSS1	0.45	0.15
SDC2	0.67	0.4
CPQ	1.48	0
TSPYL5	0.45	0.85
MTDH	0.43	0.33
LAPTM4B	1.8	0
MATN2	0.88	0
RPL30	0.49	0.85
C8orf47	1.21	0
HRSP12	0.98	0.07
POP1	0.76	0
NIPAL2	1.41	0
STK3	0.87	0
KCNS2	0.77	0.06
OSR2	0.79	0.13
VPS13B	0.65	0
COX6C	1.68	0.05
RGS22	0.96	0
FBXO43	0.81	0
POLR2K	1.88	0
SPAG1	0.76	0
RNF19A	0.47	0.03
ANKRD46	0.6	0.52
SNX31	1.09	0
PABPC1	0.27	1
YWHAZ	0.36	0.94
ZNF706	0.75	0.7
GRHL2	0.27	1
NCALD	0.41	0.89
RRM2B	0.7	0
UBR5	0.07	1
KB-1980E6.3	1.91	0.08
ODF1	0.27	0.97
KLF10	0.86	0
AZIN1	0.24	0.99
KB-1507C5.2	1.79	0.36
ATP6V1C1	0.77	0
C8orf56	NA	 NA
BAALC	1.55	0
FZD6	1.08	0
CTHRC1	1.4	0
SLC25A32	1.32	0
DCAF13	0.85	0
RIMS2	0.21	1
DPYS	1.17	0
DCSTAMP	1.16	0
LRP12	0.26	1
ZFPM2	0.14	1
RP11-127H5.1	1.91	0
OXR1	0.34	0.84
ABRA	1.17	0
ANGPT1	0.34	0.95
RSPO2	0.76	0.02
EIF3E	0.53	0.05
EMC2	0.67	0
TMEM74	1.47	0
TRHR	0.64	0.27
NUDCD1	1.01	0
ENY2	0.44	0.87
PKHD1L1	1.06	0
EBAG9	0.73	0.08
SYBU	0.72	0
RP11-422N16.3	1.65	0.42
KCNV1	0.29	0.98
CSMD3	0.3	0.06
RP11-67H2.1	1.94	0.01
TRPS1	0.11	1
EIF3H	0.59	0.05
UTP23	0.9	0.09
RAD21	0.26	1
AARD	1.1	0.33
SLC30A8	1.51	0
MED30	0.67	0.4
EXT1	0.26	1
SAMD12	1.14	0
AC023590.1	1.76	0.38
TNFRSF11B	0.55	0.16
COLEC10	0.96	0
MAL2	1.1	0.14
NOV	0.81	0.01
ENPP2	0.43	0
TAF2	0.42	0
DSCC1	0.67	0.01
DEPTOR	1.43	0
COL14A1	0.54	0
MRPL13	1.52	0
MTBP	0.97	0
SNTB1	0.69	0
HAS2	0.28	0.99
ZHX2	0.52	0.03
DERL1	0.84	0
TBC1D31	0.86	0
FAM83A	1.41	0
C8orf76	1.61	0
ZHX1-C8ORF76	1.51	0
ZHX1	0.38	0.8
ATAD2	0.27	1
WDYHV1	1.35	0
FBXO32	0.22	1
KLHL38	1.25	0
ANXA13	1.08	0
FAM91A1	0.49	0
FER1L6	0.95	0
TMEM65	0.83	0.11
TRMT12	0.53	0.33
RNF139	0.44	0.54
TATDN1	1.58	0
NDUFB9	1.04	0
MTSS1	0.21	1
ZNF572	0.72	0.01
SQLE	0.31	0.98
KIAA0196	0.74	0
NSMCE2	0.86	0.04
TRIB1	0.46	0.83
FAM84B	1.45	0
POU5F1B	1.85	0
MYC	0.16	1
TMEM75	NA	 NA
GSDMC	1.25	0
FAM49B	0.31	0.98
ASAP1	0.19	1
ADCY8	0.54	0
EFR3A	0.77	0
OC90	1.27	0
OC90	1.27	0
HHLA1	1.22	0
KCNQ3	0.36	0.8
LRRC6	1.08	0
TMEM71	1.45	0
PHF20L1	0.19	1
TG	0.9	0
SLA	0.52	0.34
WISP1	1.13	0
NDRG1	0.58	0.01
ST3GAL1	0.49	0.58
ZFAT	0.63	0
KHDRBS3	0.49	0.44
FAM135B	0.22	1
COL22A1	0.92	0
KCNK9	0.31	0.96
TRAPPC9	0.73	0
C8orf17	NA	 NA
CHRAC1	1.49	0.07
AGO2	0.11	1
PTK2	0.24	1
DENND3	0.66	0
SLC45A4	0.71	0
RP11-10J21.3	1.78	0.14
GPR20	0.87	0.44
PTP4A3	1.12	0.05
MROH5	1.75	0.01
AC138647.1	1.91	0.02
TSNARE1	0.83	0
BAI1	0.14	1
ARC	0.49	0.59
PSCA	1.66	0.17
LY6K	1.63	0.01
THEM6	1.71	0.05
SLURP1	1.31	0.26
LYPD2	1.33	0.25
LYNX1	1.35	0.03
LY6D	1.87	0.03
GML	1.47	0.22
CYP11B1	0.95	0
CYP11B2	1.57	0
LY6E	1.12	0.32
C8orf31	1.89	0
RP11-520P18.5	1.69	0.05
LY6H	1	0.17
GPIHBP1	1.1	0.14
ZFP41	1.82	0
ZFP41	1.82	0
GLI4	0.98	0
ZNF696	0.91	0.21
TOP1MT	1.68	0
RHPN1	1.11	0
MAFA	1.65	0
ZC3H3	0.41	0.47
GSDMD	1.45	0
MROH6	1.35	0
NAPRT1	1.43	0
EEF1D	0.84	0
TIGD5	0.91	0
PYCRL	1.43	0
TSTA3	1.13	0
